[0] reg4 = 103548; prev reg4 = -1
[561] reg4 = 7123946; prev reg4 = 14385392
[562] reg4 = 15300825; prev reg4 = 7123946
[563] reg4 = 4908679; prev reg4 = 15300825
[564] reg4 = 15638373; prev reg4 = 4908679
[565] reg4 = 361372; prev reg4 = 15638373
[566] reg4 = 8733031; prev reg4 = 361372
[567] reg4 = 5481990; prev reg4 = 8733031
[568] reg4 = 8582826; prev reg4 = 5481990
[569] reg4 = 5323190; prev reg4 = 8582826
[570] reg4 = 14631967; prev reg4 = 5323190
[571] reg4 = 14169719; prev reg4 = 14631967
[572] reg4 = 11387999; prev reg4 = 14169719
[573] reg4 = 14573777; prev reg4 = 11387999
[574] reg4 = 14267497; prev reg4 = 14573777
[575] reg4 = 12259043; prev reg4 = 14267497
[576] reg4 = 14426097; prev reg4 = 12259043
[577] reg4 = 10128122; prev reg4 = 14426097
[578] reg4 = 13438882; prev reg4 = 10128122
[579] reg4 = 9063197; prev reg4 = 13438882
[580] reg4 = 6429124; prev reg4 = 9063197
[581] reg4 = 3478287; prev reg4 = 6429124
[582] reg4 = 8846032; prev reg4 = 3478287
[583] reg4 = 7208600; prev reg4 = 8846032
[584] reg4 = 10728054; prev reg4 = 7208600
[585] reg4 = 1305878; prev reg4 = 10728054
[586] reg4 = 7938665; prev reg4 = 1305878
[587] reg4 = 2685249; prev reg4 = 7938665
[588] reg4 = 8414264; prev reg4 = 2685249
[589] reg4 = 15961192; prev reg4 = 8414264
[590] reg4 = 1043078; prev reg4 = 15961192
[591] reg4 = 882914; prev reg4 = 1043078
[592] reg4 = 10055038; prev reg4 = 882914
[593] reg4 = 16254371; prev reg4 = 10055038
[594] reg4 = 4934298; prev reg4 = 16254371
[595] reg4 = 11096274; prev reg4 = 4934298
[596] reg4 = 2627738; prev reg4 = 11096274
[597] reg4 = 5675130; prev reg4 = 2627738
[598] reg4 = 15379412; prev reg4 = 5675130
[599] reg4 = 4007577; prev reg4 = 15379412
[600] reg4 = 3538593; prev reg4 = 4007577
[601] reg4 = 9904633; prev reg4 = 3538593
[602] reg4 = 2822082; prev reg4 = 9904633
[603] reg4 = 8581063; prev reg4 = 2822082
[604] reg4 = 16129038; prev reg4 = 8581063
[605] reg4 = 14502420; prev reg4 = 16129038
[606] reg4 = 11586662; prev reg4 = 14502420
[607] reg4 = 12878474; prev reg4 = 11586662
[608] reg4 = 1495320; prev reg4 = 12878474
[609] reg4 = 15111295; prev reg4 = 1495320
[610] reg4 = 3390143; prev reg4 = 15111295
[611] reg4 = 12990393; prev reg4 = 3390143
[612] reg4 = 11827960; prev reg4 = 12990393
[613] reg4 = 6115402; prev reg4 = 11827960
[614] reg4 = 4628670; prev reg4 = 6115402
[615] reg4 = 15020280; prev reg4 = 4628670
[616] reg4 = 1886944; prev reg4 = 15020280
[617] reg4 = 13675210; prev reg4 = 1886944
[618] reg4 = 1729476; prev reg4 = 13675210
[619] reg4 = 6125169; prev reg4 = 1729476
[620] reg4 = 1349849; prev reg4 = 6125169
[621] reg4 = 7737611; prev reg4 = 1349849
[622] reg4 = 385448; prev reg4 = 7737611
[623] reg4 = 1086777; prev reg4 = 385448
[624] reg4 = 14700372; prev reg4 = 1086777
[625] reg4 = 2356335; prev reg4 = 14700372
[626] reg4 = 2221315; prev reg4 = 2356335
[627] reg4 = 6997586; prev reg4 = 2221315
[628] reg4 = 841846; prev reg4 = 6997586
[629] reg4 = 9273306; prev reg4 = 841846
[630] reg4 = 14373749; prev reg4 = 9273306
[631] reg4 = 1990020; prev reg4 = 14373749
[632] reg4 = 1726215; prev reg4 = 1990020
[633] reg4 = 10923134; prev reg4 = 1726215
[634] reg4 = 3065092; prev reg4 = 10923134
[635] reg4 = 8216415; prev reg4 = 3065092
[636] reg4 = 7670212; prev reg4 = 8216415
[637] reg4 = 13041925; prev reg4 = 7670212
[638] reg4 = 12123542; prev reg4 = 13041925
[639] reg4 = 942811; prev reg4 = 12123542
[640] reg4 = 15281705; prev reg4 = 942811
[641] reg4 = 8561661; prev reg4 = 15281705
[642] reg4 = 14403236; prev reg4 = 8561661
[643] reg4 = 788956; prev reg4 = 14403236
[644] reg4 = 13833557; prev reg4 = 788956
[645] reg4 = 2760446; prev reg4 = 13833557
[646] reg4 = 5159954; prev reg4 = 2760446
[647] reg4 = 4817096; prev reg4 = 5159954
[648] reg4 = 1538028; prev reg4 = 4817096
[649] reg4 = 16520241; prev reg4 = 1538028
[650] reg4 = 13458471; prev reg4 = 16520241
[651] reg4 = 2965729; prev reg4 = 13458471
[652] reg4 = 7611923; prev reg4 = 2965729
[653] reg4 = 14875287; prev reg4 = 7611923
[654] reg4 = 11891345; prev reg4 = 14875287
[655] reg4 = 11048221; prev reg4 = 11891345
[656] reg4 = 15797704; prev reg4 = 11048221
[657] reg4 = 12004617; prev reg4 = 15797704
[658] reg4 = 14471166; prev reg4 = 12004617
[659] reg4 = 6003297; prev reg4 = 14471166
[660] reg4 = 2437847; prev reg4 = 6003297
[661] reg4 = 7035231; prev reg4 = 2437847
[662] reg4 = 5431272; prev reg4 = 7035231
[663] reg4 = 15078177; prev reg4 = 5431272
[664] reg4 = 9532684; prev reg4 = 15078177
[665] reg4 = 8778525; prev reg4 = 9532684
[666] reg4 = 1956522; prev reg4 = 8778525
[667] reg4 = 4873432; prev reg4 = 1956522
[668] reg4 = 450030; prev reg4 = 4873432
[669] reg4 = 445405; prev reg4 = 450030
[670] reg4 = 8649048; prev reg4 = 445405
[671] reg4 = 4894539; prev reg4 = 8649048
[672] reg4 = 6448690; prev reg4 = 4894539
[673] reg4 = 6831454; prev reg4 = 6448690
[674] reg4 = 11252867; prev reg4 = 6831454
[675] reg4 = 732695; prev reg4 = 11252867
[676] reg4 = 4975453; prev reg4 = 732695
[677] reg4 = 5932900; prev reg4 = 4975453
[678] reg4 = 2855957; prev reg4 = 5932900
[679] reg4 = 7566797; prev reg4 = 2855957
[680] reg4 = 1172262; prev reg4 = 7566797
[681] reg4 = 5556617; prev reg4 = 1172262
[682] reg4 = 9049924; prev reg4 = 5556617
[683] reg4 = 4136149; prev reg4 = 9049924
[684] reg4 = 15436209; prev reg4 = 4136149
[685] reg4 = 14854830; prev reg4 = 15436209
[686] reg4 = 10773558; prev reg4 = 14854830
[687] reg4 = 919246; prev reg4 = 10773558
[688] reg4 = 590710; prev reg4 = 919246
[689] reg4 = 13579841; prev reg4 = 590710
[690] reg4 = 10304687; prev reg4 = 13579841
[691] reg4 = 9548233; prev reg4 = 10304687
[692] reg4 = 12402624; prev reg4 = 9548233
[693] reg4 = 9210071; prev reg4 = 12402624
[694] reg4 = 6608637; prev reg4 = 9210071
[695] reg4 = 12986101; prev reg4 = 6608637
[696] reg4 = 8384547; prev reg4 = 12986101
[697] reg4 = 11334639; prev reg4 = 8384547
[698] reg4 = 4378488; prev reg4 = 11334639
[699] reg4 = 3501201; prev reg4 = 4378488
[700] reg4 = 1560391; prev reg4 = 3501201
[701] reg4 = 1770058; prev reg4 = 1560391
[702] reg4 = 3370698; prev reg4 = 1770058
[703] reg4 = 14344286; prev reg4 = 3370698
[704] reg4 = 11014644; prev reg4 = 14344286
[705] reg4 = 10792985; prev reg4 = 11014644
[706] reg4 = 10608723; prev reg4 = 10792985
[707] reg4 = 3688485; prev reg4 = 10608723
[708] reg4 = 11436011; prev reg4 = 3688485
[709] reg4 = 5252398; prev reg4 = 11436011
[710] reg4 = 6947219; prev reg4 = 5252398
[711] reg4 = 962860; prev reg4 = 6947219
[712] reg4 = 4155523; prev reg4 = 962860
[713] reg4 = 8242695; prev reg4 = 4155523
[714] reg4 = 11691435; prev reg4 = 8242695
[715] reg4 = 2936656; prev reg4 = 11691435
[716] reg4 = 6086759; prev reg4 = 2936656
[717] reg4 = 5578293; prev reg4 = 6086759
[718] reg4 = 11008629; prev reg4 = 5578293
[719] reg4 = 13884023; prev reg4 = 11008629
[720] reg4 = 621153; prev reg4 = 13884023
[721] reg4 = 13789041; prev reg4 = 621153
[722] reg4 = 14882644; prev reg4 = 13789041
[723] reg4 = 15032013; prev reg4 = 14882644
[724] reg4 = 1852973; prev reg4 = 15032013
[725] reg4 = 603485; prev reg4 = 1852973
[726] reg4 = 8796744; prev reg4 = 603485
[727] reg4 = 14084032; prev reg4 = 8796744
[728] reg4 = 6846237; prev reg4 = 14084032
[729] reg4 = 6316378; prev reg4 = 6846237
[730] reg4 = 15768035; prev reg4 = 6316378
[731] reg4 = 6022902; prev reg4 = 15768035
[732] reg4 = 1719826; prev reg4 = 6022902
[733] reg4 = 12836862; prev reg4 = 1719826
[734] reg4 = 12689683; prev reg4 = 12836862
[735] reg4 = 16299326; prev reg4 = 12689683
[736] reg4 = 14826763; prev reg4 = 16299326
[737] reg4 = 9630360; prev reg4 = 14826763
[738] reg4 = 11126700; prev reg4 = 9630360
[739] reg4 = 14198855; prev reg4 = 11126700
[740] reg4 = 16100145; prev reg4 = 14198855
[741] reg4 = 3075054; prev reg4 = 16100145
[742] reg4 = 16722611; prev reg4 = 3075054
[743] reg4 = 14122249; prev reg4 = 16722611
[744] reg4 = 8247086; prev reg4 = 14122249
[745] reg4 = 13116569; prev reg4 = 8247086
[746] reg4 = 1228723; prev reg4 = 13116569
[747] reg4 = 10732562; prev reg4 = 1228723
[748] reg4 = 6163884; prev reg4 = 10732562
[749] reg4 = 10241263; prev reg4 = 6163884
[750] reg4 = 8969297; prev reg4 = 10241263
[751] reg4 = 11952787; prev reg4 = 8969297
[752] reg4 = 3417353; prev reg4 = 11952787
[753] reg4 = 10093024; prev reg4 = 3417353
[754] reg4 = 11876915; prev reg4 = 10093024
[755] reg4 = 10425899; prev reg4 = 11876915
[756] reg4 = 111197; prev reg4 = 10425899
[757] reg4 = 16220997; prev reg4 = 111197
[758] reg4 = 13744216; prev reg4 = 16220997
[759] reg4 = 12610796; prev reg4 = 13744216
[760] reg4 = 6219596; prev reg4 = 12610796
[761] reg4 = 12318553; prev reg4 = 6219596
[762] reg4 = 14144916; prev reg4 = 12318553
[763] reg4 = 6449111; prev reg4 = 14144916
[764] reg4 = 6439318; prev reg4 = 6449111
[765] reg4 = 1435917; prev reg4 = 6439318
[766] reg4 = 15686512; prev reg4 = 1435917
[767] reg4 = 14303753; prev reg4 = 15686512
[768] reg4 = 12139575; prev reg4 = 14303753
[769] reg4 = 6722197; prev reg4 = 12139575
[770] reg4 = 7204591; prev reg4 = 6722197
[771] reg4 = 13264667; prev reg4 = 7204591
[772] reg4 = 3737626; prev reg4 = 13264667
[773] reg4 = 7887386; prev reg4 = 3737626
[774] reg4 = 15307804; prev reg4 = 7887386
[775] reg4 = 5540220; prev reg4 = 15307804
[776] reg4 = 4864205; prev reg4 = 5540220
[777] reg4 = 7406681; prev reg4 = 4864205
[778] reg4 = 8574731; prev reg4 = 7406681
[779] reg4 = 2362818; prev reg4 = 8574731
[780] reg4 = 13427155; prev reg4 = 2362818
[781] reg4 = 11186882; prev reg4 = 13427155
[782] reg4 = 9265426; prev reg4 = 11186882
[783] reg4 = 12509423; prev reg4 = 9265426
[784] reg4 = 5027139; prev reg4 = 12509423
[785] reg4 = 5084870; prev reg4 = 5027139
[786] reg4 = 10617048; prev reg4 = 5084870
[787] reg4 = 12476474; prev reg4 = 10617048
[788] reg4 = 14389780; prev reg4 = 12476474
[789] reg4 = 7310744; prev reg4 = 14389780
[790] reg4 = 5013923; prev reg4 = 7310744
[791] reg4 = 4171858; prev reg4 = 5013923
[792] reg4 = 9455716; prev reg4 = 4171858
[793] reg4 = 3749152; prev reg4 = 9455716
[794] reg4 = 9305745; prev reg4 = 3749152
[795] reg4 = 10606993; prev reg4 = 9305745
[796] reg4 = 8229168; prev reg4 = 10606993
[797] reg4 = 12656297; prev reg4 = 8229168
[798] reg4 = 4745525; prev reg4 = 12656297
[799] reg4 = 14988708; prev reg4 = 4745525
[800] reg4 = 12446145; prev reg4 = 14988708
[801] reg4 = 209924; prev reg4 = 12446145
[802] reg4 = 16225842; prev reg4 = 209924
[803] reg4 = 8229354; prev reg4 = 16225842
[804] reg4 = 4797175; prev reg4 = 8229354
[805] reg4 = 2823883; prev reg4 = 4797175
[806] reg4 = 9880001; prev reg4 = 2823883
[807] reg4 = 1872186; prev reg4 = 9880001
[808] reg4 = 9515463; prev reg4 = 1872186
[809] reg4 = 11676314; prev reg4 = 9515463
[810] reg4 = 1150250; prev reg4 = 11676314
[811] reg4 = 14110895; prev reg4 = 1150250
[812] reg4 = 11287163; prev reg4 = 14110895
[813] reg4 = 16056875; prev reg4 = 11287163
[814] reg4 = 7861723; prev reg4 = 16056875
[815] reg4 = 5984732; prev reg4 = 7861723
[816] reg4 = 14829559; prev reg4 = 5984732
[817] reg4 = 8268374; prev reg4 = 14829559
[818] reg4 = 9616738; prev reg4 = 8268374
[819] reg4 = 15384029; prev reg4 = 9616738
[820] reg4 = 10032774; prev reg4 = 15384029
[821] reg4 = 11926364; prev reg4 = 10032774
[822] reg4 = 4222191; prev reg4 = 11926364
[823] reg4 = 15517381; prev reg4 = 4222191
[824] reg4 = 12487189; prev reg4 = 15517381
[825] reg4 = 9972847; prev reg4 = 12487189
[826] reg4 = 14052301; prev reg4 = 9972847
[827] reg4 = 415160; prev reg4 = 14052301
[828] reg4 = 4120595; prev reg4 = 415160
[829] reg4 = 10397807; prev reg4 = 4120595
[830] reg4 = 8242667; prev reg4 = 10397807
[831] reg4 = 3054814; prev reg4 = 8242667
[832] reg4 = 560748; prev reg4 = 3054814
[833] reg4 = 15209846; prev reg4 = 560748
[834] reg4 = 14722275; prev reg4 = 15209846
[835] reg4 = 9694777; prev reg4 = 14722275
[836] reg4 = 8124923; prev reg4 = 9694777
[837] reg4 = 5958860; prev reg4 = 8124923
[838] reg4 = 6170826; prev reg4 = 5958860
[839] reg4 = 16146476; prev reg4 = 6170826
[840] reg4 = 13620466; prev reg4 = 16146476
[841] reg4 = 4931648; prev reg4 = 13620466
[842] reg4 = 8634474; prev reg4 = 4931648
[843] reg4 = 9015792; prev reg4 = 8634474
[844] reg4 = 7499245; prev reg4 = 9015792
[845] reg4 = 15554494; prev reg4 = 7499245
[846] reg4 = 15947161; prev reg4 = 15554494
[847] reg4 = 9797802; prev reg4 = 15947161
[848] reg4 = 13767158; prev reg4 = 9797802
[849] reg4 = 14197837; prev reg4 = 13767158
[850] reg4 = 11717183; prev reg4 = 14197837
[851] reg4 = 5828425; prev reg4 = 11717183
[852] reg4 = 6778790; prev reg4 = 5828425
[853] reg4 = 3682599; prev reg4 = 6778790
[854] reg4 = 5241330; prev reg4 = 3682599
[855] reg4 = 192381; prev reg4 = 5241330
[856] reg4 = 898704; prev reg4 = 192381
[857] reg4 = 5997494; prev reg4 = 898704
[858] reg4 = 5905351; prev reg4 = 5997494
[859] reg4 = 15442466; prev reg4 = 5905351
[860] reg4 = 4447330; prev reg4 = 15442466
[861] reg4 = 12755156; prev reg4 = 4447330
[862] reg4 = 13422574; prev reg4 = 12755156
[863] reg4 = 16629377; prev reg4 = 13422574
[864] reg4 = 12846321; prev reg4 = 16629377
[865] reg4 = 12197743; prev reg4 = 12846321
[866] reg4 = 30878; prev reg4 = 12197743
[867] reg4 = 4380270; prev reg4 = 30878
[868] reg4 = 15524962; prev reg4 = 4380270
[869] reg4 = 2992042; prev reg4 = 15524962
[870] reg4 = 5367981; prev reg4 = 2992042
[871] reg4 = 6119851; prev reg4 = 5367981
[872] reg4 = 7752314; prev reg4 = 6119851
[873] reg4 = 3802326; prev reg4 = 7752314
[874] reg4 = 11280128; prev reg4 = 3802326
[875] reg4 = 14081223; prev reg4 = 11280128
[876] reg4 = 4349807; prev reg4 = 14081223
[877] reg4 = 8944822; prev reg4 = 4349807
[878] reg4 = 10504690; prev reg4 = 8944822
[879] reg4 = 13862035; prev reg4 = 10504690
[880] reg4 = 43343; prev reg4 = 13862035
[881] reg4 = 1793594; prev reg4 = 43343
[882] reg4 = 8823830; prev reg4 = 1793594
[883] reg4 = 5570596; prev reg4 = 8823830
[884] reg4 = 329540; prev reg4 = 5570596
[885] reg4 = 3683139; prev reg4 = 329540
[886] reg4 = 8919160; prev reg4 = 3683139
[887] reg4 = 1170836; prev reg4 = 8919160
[888] reg4 = 5989597; prev reg4 = 1170836
[889] reg4 = 15685637; prev reg4 = 5989597
[890] reg4 = 4858669; prev reg4 = 15685637
[891] reg4 = 11474764; prev reg4 = 4858669
[892] reg4 = 9056889; prev reg4 = 11474764
[893] reg4 = 590727; prev reg4 = 9056889
[894] reg4 = 2217924; prev reg4 = 590727
[895] reg4 = 4504263; prev reg4 = 2217924
[896] reg4 = 16724951; prev reg4 = 4504263
[897] reg4 = 2003254; prev reg4 = 16724951
[898] reg4 = 8373073; prev reg4 = 2003254
[899] reg4 = 9703508; prev reg4 = 8373073
[900] reg4 = 11459876; prev reg4 = 9703508
[901] reg4 = 14278807; prev reg4 = 11459876
[902] reg4 = 12262809; prev reg4 = 14278807
[903] reg4 = 1874122; prev reg4 = 12262809
[904] reg4 = 3486598; prev reg4 = 1874122
[905] reg4 = 13220997; prev reg4 = 3486598
[906] reg4 = 15935247; prev reg4 = 13220997
[907] reg4 = 2506414; prev reg4 = 15935247
[908] reg4 = 12989334; prev reg4 = 2506414
[909] reg4 = 11161787; prev reg4 = 12989334
[910] reg4 = 12210171; prev reg4 = 11161787
[911] reg4 = 2717874; prev reg4 = 12210171
[912] reg4 = 13387170; prev reg4 = 2717874
[913] reg4 = 1760803; prev reg4 = 13387170
[914] reg4 = 1586465; prev reg4 = 1760803
[915] reg4 = 7515524; prev reg4 = 1586465
[916] reg4 = 15706099; prev reg4 = 7515524
[917] reg4 = 7851886; prev reg4 = 15706099
[918] reg4 = 3742479; prev reg4 = 7851886
[919] reg4 = 4920900; prev reg4 = 3742479
[920] reg4 = 2539356; prev reg4 = 4920900
[921] reg4 = 1114169; prev reg4 = 2539356
[922] reg4 = 2537895; prev reg4 = 1114169
[923] reg4 = 7175220; prev reg4 = 2537895
[924] reg4 = 802840; prev reg4 = 7175220
[925] reg4 = 8584072; prev reg4 = 802840
[926] reg4 = 14943309; prev reg4 = 8584072
[927] reg4 = 12396451; prev reg4 = 14943309
[928] reg4 = 12538392; prev reg4 = 12396451
[929] reg4 = 6695152; prev reg4 = 12538392
[930] reg4 = 12001238; prev reg4 = 6695152
[931] reg4 = 15800407; prev reg4 = 12001238
[932] reg4 = 14289497; prev reg4 = 15800407
[933] reg4 = 16612783; prev reg4 = 14289497
[934] reg4 = 13298402; prev reg4 = 16612783
[935] reg4 = 9023818; prev reg4 = 13298402
[936] reg4 = 4974395; prev reg4 = 9023818
[937] reg4 = 5585274; prev reg4 = 4974395
[938] reg4 = 12559959; prev reg4 = 5585274
[939] reg4 = 7947793; prev reg4 = 12559959
[940] reg4 = 14524093; prev reg4 = 7947793
[941] reg4 = 13050853; prev reg4 = 14524093
[942] reg4 = 11150024; prev reg4 = 13050853
[943] reg4 = 2687732; prev reg4 = 11150024
[944] reg4 = 8114626; prev reg4 = 2687732
[945] reg4 = 8745321; prev reg4 = 8114626
[946] reg4 = 14541148; prev reg4 = 8745321
[947] reg4 = 7888605; prev reg4 = 14541148
[948] reg4 = 16609849; prev reg4 = 7888605
[949] reg4 = 4538029; prev reg4 = 16609849
[950] reg4 = 14647757; prev reg4 = 4538029
[951] reg4 = 10394870; prev reg4 = 14647757
[952] reg4 = 15586564; prev reg4 = 10394870
[953] reg4 = 12359769; prev reg4 = 15586564
[954] reg4 = 11589059; prev reg4 = 12359769
[955] reg4 = 2139442; prev reg4 = 11589059
[956] reg4 = 5147471; prev reg4 = 2139442
[957] reg4 = 1669926; prev reg4 = 5147471
[958] reg4 = 10205625; prev reg4 = 1669926
[959] reg4 = 3776134; prev reg4 = 10205625
[960] reg4 = 1500548; prev reg4 = 3776134
[961] reg4 = 13876727; prev reg4 = 1500548
[962] reg4 = 16733420; prev reg4 = 13876727
[963] reg4 = 6094302; prev reg4 = 16733420
[964] reg4 = 1038271; prev reg4 = 6094302
[965] reg4 = 1725346; prev reg4 = 1038271
[966] reg4 = 3672027; prev reg4 = 1725346
[967] reg4 = 4878836; prev reg4 = 3672027
[968] reg4 = 4665391; prev reg4 = 4878836
[969] reg4 = 11333035; prev reg4 = 4665391
[970] reg4 = 15218966; prev reg4 = 11333035
[971] reg4 = 7235527; prev reg4 = 15218966
[972] reg4 = 2133354; prev reg4 = 7235527
[973] reg4 = 1997855; prev reg4 = 2133354
[974] reg4 = 5750447; prev reg4 = 1997855
[975] reg4 = 16560249; prev reg4 = 5750447
[976] reg4 = 13433915; prev reg4 = 16560249
[977] reg4 = 9448189; prev reg4 = 13433915
[978] reg4 = 13668621; prev reg4 = 9448189
[979] reg4 = 7042668; prev reg4 = 13668621
[980] reg4 = 679700; prev reg4 = 7042668
[981] reg4 = 9821133; prev reg4 = 679700
[982] reg4 = 4532498; prev reg4 = 9821133
[983] reg4 = 3531359; prev reg4 = 4532498
[984] reg4 = 11929687; prev reg4 = 3531359
[985] reg4 = 2067595; prev reg4 = 11929687
[986] reg4 = 14998851; prev reg4 = 2067595
[987] reg4 = 10935094; prev reg4 = 14998851
[988] reg4 = 7949731; prev reg4 = 10935094
[989] reg4 = 9132322; prev reg4 = 7949731
[990] reg4 = 4885889; prev reg4 = 9132322
[991] reg4 = 12092194; prev reg4 = 4885889
[992] reg4 = 15286549; prev reg4 = 12092194
[993] reg4 = 2728252; prev reg4 = 15286549
[994] reg4 = 2565889; prev reg4 = 2728252
[995] reg4 = 1380576; prev reg4 = 2565889
[996] reg4 = 14066952; prev reg4 = 1380576
[997] reg4 = 3762115; prev reg4 = 14066952
[998] reg4 = 14077836; prev reg4 = 3762115
[999] reg4 = 2847977; prev reg4 = 14077836
[1000] reg4 = 7967593; prev reg4 = 2847977
[1001] reg4 = 8531178; prev reg4 = 7967593
[1002] reg4 = 1452156; prev reg4 = 8531178
[1003] reg4 = 3332298; prev reg4 = 1452156
[1004] reg4 = 4980984; prev reg4 = 3332298
[1005] reg4 = 225448; prev reg4 = 4980984
[1006] reg4 = 11886266; prev reg4 = 225448
[1007] reg4 = 9414644; prev reg4 = 11886266
[1008] reg4 = 1844129; prev reg4 = 9414644
[1009] reg4 = 11840430; prev reg4 = 1844129
[1010] reg4 = 5121461; prev reg4 = 11840430
[1011] reg4 = 16264834; prev reg4 = 5121461
[1012] reg4 = 4412296; prev reg4 = 16264834
[1013] reg4 = 14802981; prev reg4 = 4412296
[1014] reg4 = 10030075; prev reg4 = 14802981
[1015] reg4 = 10915672; prev reg4 = 10030075
[1016] reg4 = 16630205; prev reg4 = 10915672
[1017] reg4 = 7319696; prev reg4 = 16630205
[1018] reg4 = 11402838; prev reg4 = 7319696
[1019] reg4 = 10698704; prev reg4 = 11402838
[1020] reg4 = 12593449; prev reg4 = 10698704
[1021] reg4 = 2252200; prev reg4 = 12593449
[1022] reg4 = 13457503; prev reg4 = 2252200
[1023] reg4 = 14510117; prev reg4 = 13457503
[1024] reg4 = 5488535; prev reg4 = 14510117
[1025] reg4 = 6030782; prev reg4 = 5488535
[1026] reg4 = 3254823; prev reg4 = 6030782
[1027] reg4 = 6371339; prev reg4 = 3254823
[1028] reg4 = 14167205; prev reg4 = 6371339
[1029] reg4 = 1916943; prev reg4 = 14167205
[1030] reg4 = 6771533; prev reg4 = 1916943
[1031] reg4 = 15158288; prev reg4 = 6771533
[1032] reg4 = 5729978; prev reg4 = 15158288
[1033] reg4 = 11619898; prev reg4 = 5729978
[1034] reg4 = 10308920; prev reg4 = 11619898
[1035] reg4 = 10974589; prev reg4 = 10308920
[1036] reg4 = 12669682; prev reg4 = 10974589
[1037] reg4 = 9161332; prev reg4 = 12669682
[1038] reg4 = 3298240; prev reg4 = 9161332
[1039] reg4 = 14810013; prev reg4 = 3298240
[1040] reg4 = 11050086; prev reg4 = 14810013
[1041] reg4 = 3929218; prev reg4 = 11050086
[1042] reg4 = 9855284; prev reg4 = 3929218
[1043] reg4 = 7221795; prev reg4 = 9855284
[1044] reg4 = 4904945; prev reg4 = 7221795
[1045] reg4 = 4829420; prev reg4 = 4904945
[1046] reg4 = 4650568; prev reg4 = 4829420
[1047] reg4 = 3706076; prev reg4 = 4650568
[1048] reg4 = 8960100; prev reg4 = 3706076
[1049] reg4 = 11688632; prev reg4 = 8960100
[1050] reg4 = 2351508; prev reg4 = 11688632
[1051] reg4 = 13470023; prev reg4 = 2351508
[1052] reg4 = 12666310; prev reg4 = 13470023
[1053] reg4 = 12437707; prev reg4 = 12666310
[1054] reg4 = 5993833; prev reg4 = 12437707
[1055] reg4 = 1290418; prev reg4 = 5993833
